d3mIndex,Company,Year,Date,Close
806,abbv,2016,09-06,61.76600000000001
807,abbv,2016,09-07,62.11
808,abbv,2016,09-08,61.24100000000001
809,abbv,2016,09-09,60.57100000000001
810,abbv,2016,09-12,61.261
811,abbv,2016,09-13,60.552
812,abbv,2016,09-14,60.552
813,abbv,2016,09-15,60.562
814,abbv,2016,09-16,60.486
815,abbv,2016,09-19,60.14
816,abbv,2016,09-20,60.495
817,abbv,2016,09-21,61.279
818,abbv,2016,09-22,62.215
819,abbv,2016,09-23,62.12
820,abbv,2016,09-26,61.25100000000001
821,abbv,2016,09-27,61.727
822,abbv,2016,09-28,61.392
823,abbv,2016,09-29,60.054
824,abbv,2016,09-30,60.294
825,abbv,2016,10-03,60.44600000000001
826,abbv,2016,10-04,60.226000000000006
827,abbv,2016,10-05,60.599
828,abbv,2016,10-06,60.06399999999999
829,abbv,2016,10-07,60.159
830,abbv,2016,10-10,60.523
831,abbv,2016,10-11,59.643
832,abbv,2016,10-12,59.055
833,abbv,2016,10-13,58.997
834,abbv,2016,10-14,58.052
835,abbv,2016,10-17,58.022
836,abbv,2016,10-18,59.383
837,abbv,2016,10-19,59.268
838,abbv,2016,10-20,59.58600000000001
839,abbv,2016,10-21,58.833
840,abbv,2016,10-24,58.968
841,abbv,2016,10-25,59.383
842,abbv,2016,10-26,58.871
843,abbv,2016,10-27,59.29600000000001
844,abbv,2016,10-28,55.572
845,abbv,2016,10-31,53.817
848,abbv,2017,01-03,60.213
849,abbv,2017,01-04,61.062
850,abbv,2017,01-05,61.525
851,abbv,2017,01-06,61.545
852,abbv,2017,01-09,61.95
853,abbv,2017,01-10,61.81399999999999
854,abbv,2017,01-11,59.583
855,abbv,2017,01-12,59.718
856,abbv,2017,01-13,60.411
857,abbv,2017,01-17,60.284
858,abbv,2017,01-18,60.09
859,abbv,2017,01-19,59.817
860,abbv,2017,01-20,59.593
861,abbv,2017,01-23,59.408
862,abbv,2017,01-24,59.037
863,abbv,2017,01-25,59.817
864,abbv,2017,01-26,59.709
865,abbv,2017,01-27,58.472
866,abbv,2017,01-30,58.89100000000001
867,abbv,2017,01-31,59.554
868,abbv,2017,02-01,59.339
869,abbv,2017,02-02,59.339
870,abbv,2017,02-03,59.125
871,abbv,2017,02-06,59.106
872,abbv,2017,02-07,59.017
873,abbv,2017,02-08,58.979
874,abbv,2017,02-09,59.29
875,abbv,2017,02-10,58.881
876,abbv,2017,02-13,58.969
877,abbv,2017,02-14,59.272
878,abbv,2017,02-15,60.08
879,abbv,2017,02-16,59.914
880,abbv,2017,02-17,60.197
881,abbv,2017,02-21,60.256
882,abbv,2017,02-22,59.798
883,abbv,2017,02-23,60.363
884,abbv,2017,02-24,60.508
885,abbv,2017,02-27,60.635
886,abbv,2017,02-28,60.26600000000001
887,abbv,2017,03-01,61.23
888,abbv,2017,03-02,61.639
889,abbv,2017,03-03,61.726000000000006
890,abbv,2017,03-06,61.931
891,abbv,2017,03-07,62.06800000000001
892,abbv,2017,03-08,62.506
893,abbv,2017,03-09,62.857
894,abbv,2017,03-10,64.202
895,abbv,2017,03-13,64.172
896,abbv,2017,03-14,63.99800000000001
897,abbv,2017,03-15,64.855
898,abbv,2017,03-16,64.222
899,abbv,2017,03-17,64.017
900,abbv,2017,03-20,64.125
901,abbv,2017,03-21,63.68600000000001
902,abbv,2017,03-22,63.852
903,abbv,2017,03-23,63.978
904,abbv,2017,03-24,63.949
905,abbv,2017,03-27,64.417
906,abbv,2017,03-28,64.29899999999999
907,abbv,2017,03-29,64.095
908,abbv,2017,03-30,63.793
909,abbv,2017,03-31,63.5
910,abbv,2017,04-03,63.37300000000001
911,abbv,2017,04-04,63.452
912,abbv,2017,04-05,63.305
913,abbv,2017,04-06,63.423
914,abbv,2017,04-07,63.87
915,abbv,2017,04-10,63.315
916,abbv,2017,04-11,63.167
917,abbv,2017,04-12,63.355
918,abbv,2017,04-13,63.119
919,abbv,2017,04-17,63.295
920,abbv,2017,04-18,62.646
921,abbv,2017,04-19,62.449
922,abbv,2017,04-20,62.774
923,abbv,2017,04-21,62.813
924,abbv,2017,04-24,63.64
925,abbv,2017,04-25,64.07300000000001
926,abbv,2017,04-26,64.014
927,abbv,2017,04-27,65.027
928,abbv,2017,04-28,64.9
929,abbv,2017,05-01,65.432
930,abbv,2017,05-02,65.579
931,abbv,2017,05-03,65.687
932,abbv,2017,05-04,66.169
933,abbv,2017,05-05,65.933
934,abbv,2017,05-08,65.165
935,abbv,2017,05-09,65.127
936,abbv,2017,05-10,64.939
937,abbv,2017,05-11,64.27
938,abbv,2017,05-12,65.017
939,abbv,2017,05-15,65.618
940,abbv,2017,05-16,65.795
941,abbv,2017,05-17,64.339
942,abbv,2017,05-18,64.594
943,abbv,2017,05-19,64.546
944,abbv,2017,05-22,64.408
945,abbv,2017,05-23,64.801
946,abbv,2017,05-24,64.89
947,abbv,2017,05-25,65.274
948,abbv,2017,05-26,65.017
949,abbv,2017,05-30,64.979
950,abbv,2017,05-31,64.979
951,abbv,2017,06-01,65.658
952,abbv,2017,06-02,66.189
953,abbv,2017,06-05,66.445
954,abbv,2017,06-06,66.79899999999999
955,abbv,2017,06-07,67.666
956,abbv,2017,06-08,67.675
957,abbv,2017,06-09,68.571
958,abbv,2017,06-12,68.434
959,abbv,2017,06-13,68.571
960,abbv,2017,06-14,69.408
961,abbv,2017,06-15,69.486
962,abbv,2017,06-16,69.929
963,abbv,2017,06-19,70.214
964,abbv,2017,06-20,70.097
965,abbv,2017,06-21,70.214
966,abbv,2017,06-22,72.02600000000002
967,abbv,2017,06-23,71.494
968,abbv,2017,06-26,71.593
969,abbv,2017,06-27,71.248
970,abbv,2017,06-28,71.76899999999998
971,abbv,2017,06-29,71.336
972,abbv,2017,06-30,71.366
973,abbv,2017,07-03,71.278
974,abbv,2017,07-05,71.336
975,abbv,2017,07-06,70.598
976,abbv,2017,07-07,70.893
977,abbv,2017,07-10,70.697
978,abbv,2017,07-11,70.707
979,abbv,2017,07-12,71.382
980,abbv,2017,07-13,72.127
981,abbv,2017,07-14,72.604
982,abbv,2017,07-17,72.196
983,abbv,2017,07-18,71.73
984,abbv,2017,07-19,72.266
985,abbv,2017,07-20,73.497
986,abbv,2017,07-21,74.113
987,abbv,2017,07-24,73.398
988,abbv,2017,07-25,72.018
989,abbv,2017,07-26,72.087
990,abbv,2017,07-27,71.233
991,abbv,2017,07-28,69.952
992,abbv,2017,07-31,69.426
993,abbv,2017,08-01,69.892
994,abbv,2017,08-02,70.22
995,abbv,2017,08-03,70.498
996,abbv,2017,08-04,70.498
997,abbv,2017,08-07,70.727
998,abbv,2017,08-08,70.975
999,abbv,2017,08-09,71.521
1000,abbv,2017,08-10,69.952
1001,abbv,2017,08-11,70.141
1002,abbv,2017,08-14,70.329
1003,abbv,2017,08-15,69.85300000000001
1004,abbv,2017,08-16,69.932
1005,abbv,2017,08-17,69.366
1006,abbv,2017,08-18,69.475
1007,abbv,2017,08-21,70.21
1008,abbv,2017,08-22,71.253
1009,abbv,2017,08-23,71.025
1010,abbv,2017,08-24,71.61
1011,abbv,2017,08-25,71.97800000000002
1012,abbv,2017,08-28,72.812
1013,abbv,2017,08-29,73.378
1014,abbv,2017,08-30,73.408
1015,abbv,2017,08-31,74.778
1016,abbv,2017,09-01,74.89699999999998
1017,abbv,2017,09-05,74.729
1018,abbv,2017,09-06,76.516
1019,abbv,2017,09-07,81.21300000000002
1020,abbv,2017,09-08,84.749
1021,abbv,2017,09-11,86.397
1022,abbv,2017,09-12,87.14200000000002
1023,abbv,2017,09-13,87.85700000000001
1024,abbv,2017,09-14,88.602
1025,abbv,2017,09-15,86.765
1026,abbv,2017,09-18,84.729
1027,abbv,2017,09-19,85.772
1028,abbv,2017,09-20,86.804
1029,abbv,2017,09-21,86.804
1030,abbv,2017,09-22,86.874
1031,abbv,2017,09-25,85.97
1032,abbv,2017,09-26,84.759
1033,abbv,2017,09-27,84.163
1034,abbv,2017,09-28,88.344
1035,abbv,2017,09-29,88.244
1036,abbv,2017,10-02,89.764
1037,abbv,2017,10-03,89.079
1038,abbv,2017,10-04,89.277
1039,abbv,2017,10-05,89.555
1040,abbv,2017,10-06,89.863
1041,abbv,2017,10-09,90.151
1042,abbv,2017,10-10,90.538
1043,abbv,2017,10-11,91.74
1044,abbv,2017,10-12,91.42
1045,abbv,2017,10-13,90.67
1046,abbv,2017,10-16,91.04
1047,abbv,2017,10-17,92.17
1048,abbv,2017,10-18,96.04
1049,abbv,2017,10-19,96.48
1050,abbv,2017,10-20,96.1
1051,abbv,2017,10-23,94.51
1052,abbv,2017,10-24,91.69
1053,abbv,2017,10-25,91.77
1054,abbv,2017,10-26,89.56
1055,abbv,2017,10-27,91.93
1056,abbv,2017,10-30,90.96
1057,abbv,2017,10-31,90.25
1059,baf,2005,02-25,10.252
1060,baf,2005,02-28,10.244000000000002
1061,baf,2005,03-01,10.222
1062,baf,2005,03-02,10.222
1063,baf,2005,03-03,10.2
1064,baf,2005,03-04,10.158
1065,baf,2005,03-07,10.152
1066,baf,2005,03-08,10.059
1067,baf,2005,03-09,10.031
1068,baf,2005,03-10,9.959
1069,baf,2005,03-11,9.911
1070,baf,2005,03-14,9.925
1071,baf,2005,03-15,10.066
1072,baf,2005,03-16,10.011
1073,baf,2005,03-17,9.997
1074,baf,2005,03-18,9.938
1075,baf,2005,03-21,9.634
1076,baf,2005,03-22,9.541
1077,baf,2005,03-23,9.2859
1078,baf,2005,03-24,9.2398
1079,baf,2005,03-28,9.2175
1080,baf,2005,03-29,9.2612
1081,baf,2005,03-30,9.3407
1082,baf,2005,03-31,9.541
1083,baf,2005,04-01,9.65
1084,baf,2005,04-04,9.666
1085,baf,2005,04-05,9.768
1086,baf,2005,04-06,9.718
1087,baf,2005,04-07,9.844
1088,baf,2005,04-08,9.938
1089,baf,2005,04-11,9.814
1090,baf,2005,04-12,9.792
1091,baf,2005,04-13,9.844
1092,baf,2005,04-14,9.792
1093,baf,2005,04-15,9.807
1094,baf,2005,04-18,9.833
1095,baf,2005,04-19,10.031
1096,baf,2005,04-20,9.853
1097,baf,2005,04-21,10.005
1098,baf,2005,04-22,9.932
1099,baf,2005,04-25,10.207
1100,baf,2005,04-26,10.17
1101,baf,2005,04-27,10.138
1102,baf,2005,04-28,10.138
1103,baf,2005,04-29,10.117
1104,baf,2005,05-02,10.117
1105,baf,2005,05-03,10.082
1106,baf,2005,05-04,10.031
1107,baf,2005,05-05,10.052
1108,baf,2005,05-06,10.059
1109,baf,2005,05-09,10.031
1110,baf,2005,05-10,10.005
1111,baf,2005,05-11,10.011
1112,baf,2005,05-12,9.959
1113,baf,2005,05-13,9.991
1114,baf,2005,05-16,10.022
1115,baf,2005,05-17,10.158
1116,baf,2005,05-18,10.138
1117,baf,2005,05-19,10.09
1118,baf,2005,05-20,10.044
1119,baf,2005,05-23,10.044
1120,baf,2005,05-24,10.031
1121,baf,2005,05-25,9.997
1122,baf,2005,05-26,9.997
1123,baf,2005,05-27,9.997
1124,baf,2005,05-31,9.98
1125,baf,2005,06-01,10.031
1126,baf,2005,06-02,10.052
1127,baf,2005,06-03,10.252
1128,baf,2005,06-06,10.222
1129,baf,2005,06-07,10.229
1130,baf,2005,06-08,10.152
1131,baf,2005,06-09,10.213
1132,baf,2005,06-10,10.259
1133,baf,2005,06-13,10.273
1134,baf,2005,06-14,10.338
1135,baf,2005,06-15,10.322
1136,baf,2005,06-16,10.265999999999998
1137,baf,2005,06-17,10.338
1138,baf,2005,06-20,10.31
1139,baf,2005,06-21,10.265999999999998
1140,baf,2005,06-22,10.244000000000002
1141,baf,2005,06-23,10.2
1142,baf,2005,06-24,10.265999999999998
1143,baf,2005,06-27,10.386
1144,baf,2005,06-28,10.442
1145,baf,2005,06-29,10.509
1146,baf,2005,06-30,10.509
1147,baf,2005,07-01,10.470999999999998
1148,baf,2005,07-05,10.466
1149,baf,2005,07-06,10.605
1150,baf,2005,07-07,10.559
1151,baf,2005,07-08,10.546
1152,baf,2005,07-11,10.579
1153,baf,2005,07-12,10.605
1154,baf,2005,07-13,10.509
1155,baf,2005,07-14,10.523
1156,baf,2005,07-15,10.451
1157,baf,2005,07-18,10.392
1158,baf,2005,07-19,10.458
1159,baf,2005,07-20,10.470999999999998
1160,baf,2005,07-21,10.458
1161,baf,2005,07-22,10.442
1162,baf,2005,07-25,10.442
1163,baf,2005,07-26,10.509
1164,baf,2005,07-27,10.546
1165,baf,2005,07-28,10.599
1166,baf,2005,07-29,10.546
1167,baf,2005,08-01,10.594
1168,baf,2005,08-02,10.515999999999998
1169,baf,2005,08-03,10.509
1170,baf,2005,08-04,10.605
1171,baf,2005,08-05,10.587
1172,baf,2005,08-08,10.523
1173,baf,2005,08-09,10.587
1174,baf,2005,08-10,10.478
1175,baf,2005,08-11,10.470999999999998
1176,baf,2005,08-12,10.362
1177,baf,2005,08-15,10.322
1178,baf,2005,08-16,10.408
1179,baf,2005,08-17,10.408
1180,baf,2005,08-18,10.392
1181,baf,2005,08-19,10.357
1182,baf,2005,08-22,10.373
1183,baf,2005,08-23,10.485
1184,baf,2005,08-24,10.485
1185,baf,2005,08-25,10.470999999999998
1186,baf,2005,08-26,10.571
1187,baf,2005,08-29,10.466
1188,baf,2005,08-30,10.478
1189,baf,2005,08-31,10.478
1190,baf,2005,09-01,10.442
1191,baf,2005,09-02,10.529000000000002
1192,baf,2005,09-06,10.613
1193,baf,2005,09-07,10.478
1194,baf,2005,09-08,10.509
1195,baf,2005,09-09,10.534
1196,baf,2005,09-12,10.466
1197,baf,2005,09-13,10.421
1198,baf,2005,09-14,10.33
1199,baf,2005,09-15,10.165
1200,baf,2005,09-16,10.152
1201,baf,2005,09-19,10.138
1202,baf,2005,09-20,10.152
1203,baf,2005,09-21,10.222
1204,baf,2005,09-22,10.183
1205,baf,2005,09-23,10.252
1206,baf,2005,09-26,10.362
1207,baf,2005,09-27,10.265999999999998
1208,baf,2005,09-28,10.344
1209,baf,2005,09-29,10.344
1210,baf,2005,09-30,10.458
1211,baf,2005,10-03,10.494000000000002
1212,baf,2005,10-04,10.421
1213,baf,2005,10-05,9.826
1214,baf,2005,10-06,9.739
1215,baf,2005,10-07,9.768
1216,baf,2005,10-10,9.703
1217,baf,2005,10-11,9.725
1218,baf,2005,10-12,9.671
1219,baf,2005,10-13,9.601
1220,baf,2005,10-14,9.552
1221,baf,2005,10-17,9.546
1222,baf,2005,10-18,9.2859
1223,baf,2005,10-19,9.203
1224,baf,2005,10-20,9.3947
1225,baf,2005,10-21,9.503
1226,baf,2005,10-24,9.51
1227,baf,2005,10-25,9.4729
1228,baf,2005,10-26,9.4798
1229,baf,2005,10-27,9.533
1230,baf,2005,10-28,9.517
1231,baf,2005,10-31,9.4589
1234,baf,2006,01-03,9.182
1235,baf,2006,01-04,9.2398
1236,baf,2006,01-05,9.3278
1237,baf,2006,01-06,9.377
1238,baf,2006,01-09,9.3868
1239,baf,2006,01-10,9.3947
1240,baf,2006,01-11,9.3212
1241,baf,2006,01-12,9.3278
1242,baf,2006,01-13,9.3613
1243,baf,2006,01-17,9.3475
1244,baf,2006,01-18,9.3819
1245,baf,2006,01-19,9.3868
1246,baf,2006,01-20,9.3947
1247,baf,2006,01-23,9.4095
1248,baf,2006,01-24,9.4368
1249,baf,2006,01-25,9.4095
1250,baf,2006,01-26,9.4026
1251,baf,2006,01-27,9.3819
1252,baf,2006,01-30,9.3947
1253,baf,2006,01-31,9.417
1254,baf,2006,02-01,9.3947
1255,baf,2006,02-02,9.417
1256,baf,2006,02-03,9.4878
1257,baf,2006,02-06,9.4729
1258,baf,2006,02-07,9.4448
1259,baf,2006,02-08,9.4518
1260,baf,2006,02-09,9.4448
1261,baf,2006,02-10,9.4589
1262,baf,2006,02-13,9.4518
1263,baf,2006,02-14,9.4448
1264,baf,2006,02-15,9.3947
1265,baf,2006,02-16,9.4938
1266,baf,2006,02-17,9.525
1267,baf,2006,02-21,9.525
1268,baf,2006,02-22,9.552
1269,baf,2006,02-23,9.4669
1270,baf,2006,02-24,9.51
1271,baf,2006,02-27,9.4878
1272,baf,2006,02-28,9.525
1273,baf,2006,03-01,9.589
1274,baf,2006,03-02,9.56
1275,baf,2006,03-03,9.422
1276,baf,2006,03-06,9.3475
1277,baf,2006,03-07,9.2796
1278,baf,2006,03-08,9.232
1279,baf,2006,03-09,9.2929
1280,baf,2006,03-10,9.2929
1281,baf,2006,03-13,9.2524
1282,baf,2006,03-14,9.3348
1283,baf,2006,03-15,9.3475
1284,baf,2006,03-16,9.4026
1285,baf,2006,03-17,9.51
1286,baf,2006,03-20,9.4729
1287,baf,2006,03-21,9.4987
1288,baf,2006,03-22,9.4938
1289,baf,2006,03-23,9.4669
1290,baf,2006,03-24,9.4368
1291,baf,2006,03-27,9.4448
1292,baf,2006,03-28,9.4518
1293,baf,2006,03-29,9.4518
1294,baf,2006,03-30,9.3947
1295,baf,2006,03-31,9.429
1296,baf,2006,04-03,9.4729
1297,baf,2006,04-04,9.422
1298,baf,2006,04-05,9.3947
1299,baf,2006,04-06,9.422
1300,baf,2006,04-07,9.2929
1301,baf,2006,04-10,9.2728
1302,baf,2006,04-11,9.3212
1303,baf,2006,04-12,9.2456
1304,baf,2006,04-13,9.1363
1305,baf,2006,04-17,9.1868
1306,baf,2006,04-18,9.2097
1307,baf,2006,04-19,9.1762
1308,baf,2006,04-20,9.1954
1309,baf,2006,04-21,9.1636
1310,baf,2006,04-24,9.2243
1311,baf,2006,04-25,9.2243
1312,baf,2006,04-26,9.1954
1313,baf,2006,04-27,9.1712
1314,baf,2006,04-28,9.1954
1315,baf,2006,05-01,9.2097
1316,baf,2006,05-02,9.1579
1317,baf,2006,05-03,9.2097
1318,baf,2006,05-04,9.2612
1319,baf,2006,05-05,9.2859
1320,baf,2006,05-08,9.2524
1321,baf,2006,05-09,9.2929
1322,baf,2006,05-10,9.2859
1323,baf,2006,05-11,9.203
1324,baf,2006,05-12,9.1505
1325,baf,2006,05-15,9.1363
1326,baf,2006,05-16,9.0547
1327,baf,2006,05-17,8.9794
1328,baf,2006,05-18,9.0056
1329,baf,2006,05-19,9.0329
1330,baf,2006,05-22,9.0611
1331,baf,2006,05-23,9.0402
1332,baf,2006,05-24,9.0402
1333,baf,2006,05-25,9.0611
1334,baf,2006,05-26,9.047
1335,baf,2006,05-30,9.047
1336,baf,2006,05-31,9.0669
1337,baf,2006,06-01,9.144
1338,baf,2006,06-02,9.2728
1339,baf,2006,06-05,9.2097
1340,baf,2006,06-06,9.1004
1341,baf,2006,06-07,9.144
1342,baf,2006,06-08,9.1004
1343,baf,2006,06-09,9.1294
1344,baf,2006,06-12,9.1238
1345,baf,2006,06-13,9.0746
1346,baf,2006,06-14,9.0329
1347,baf,2006,06-15,9.0196
1348,baf,2006,06-16,9.0746
1349,baf,2006,06-19,9.0547
1350,baf,2006,06-20,9.0196
1351,baf,2006,06-21,8.9728
1352,baf,2006,06-22,9.0196
1353,baf,2006,06-23,8.9905
1354,baf,2006,06-26,8.9428
1355,baf,2006,06-27,8.8612
1356,baf,2006,06-28,8.9296
1357,baf,2006,06-29,8.9428
1358,baf,2006,06-30,8.9728
1359,baf,2006,07-03,9.0056
1360,baf,2006,07-05,9.0251
1361,baf,2006,07-06,9.0056
1362,baf,2006,07-07,9.0196
1363,baf,2006,07-10,8.998
1364,baf,2006,07-11,9.0056
1365,baf,2006,07-12,9.0056
1366,baf,2006,07-13,8.9577
1367,baf,2006,07-14,8.9512
1368,baf,2006,07-17,8.9148
1369,baf,2006,07-18,8.9148
1370,baf,2006,07-19,8.9148
1371,baf,2006,07-20,9.0802
1372,baf,2006,07-21,8.9838
1373,baf,2006,07-24,9.0802
1374,baf,2006,07-25,9.0859
1375,baf,2006,07-26,9.0669
1376,baf,2006,07-27,9.144
1377,baf,2006,07-28,9.2398
1378,baf,2006,07-31,9.203
1379,baf,2006,08-01,9.1762
1380,baf,2006,08-02,9.2728
1381,baf,2006,08-03,9.2243
1382,baf,2006,08-04,9.266
1383,baf,2006,08-07,9.2728
1384,baf,2006,08-08,9.3407
1385,baf,2006,08-09,9.4518
1386,baf,2006,08-10,9.3613
1387,baf,2006,08-11,9.2929
1388,baf,2006,08-14,9.3006
1389,baf,2006,08-15,9.2728
1390,baf,2006,08-16,9.3084
1391,baf,2006,08-17,9.3278
1392,baf,2006,08-18,9.3407
1393,baf,2006,08-21,9.3134
1394,baf,2006,08-22,9.377
1395,baf,2006,08-23,9.3613
1396,baf,2006,08-24,9.3868
1397,baf,2006,08-25,9.4518
1398,baf,2006,08-28,9.4987
1399,baf,2006,08-29,9.517
1400,baf,2006,08-30,9.4987
1401,baf,2006,08-31,9.503
1402,baf,2006,09-01,9.65
1403,baf,2006,09-05,9.595
1404,baf,2006,09-06,9.51
1405,baf,2006,09-07,9.552
1406,baf,2006,09-08,9.589
1407,baf,2006,09-11,9.4987
1408,baf,2006,09-12,9.517
1409,baf,2006,09-13,9.429
1410,baf,2006,09-14,9.3475
1411,baf,2006,09-15,9.3681
1412,baf,2006,09-18,9.429
1413,baf,2006,09-19,9.4368
1414,baf,2006,09-20,9.4938
1415,baf,2006,09-21,9.4669
1416,baf,2006,09-22,9.552
1417,baf,2006,09-25,9.4987
1418,baf,2006,09-26,9.642
1419,baf,2006,09-27,9.666
1420,baf,2006,09-28,9.628
1421,baf,2006,09-29,9.589
1422,baf,2006,10-02,9.65
1423,baf,2006,10-03,9.711
1424,baf,2006,10-04,9.678
1425,baf,2006,10-05,9.692
1426,baf,2006,10-06,9.692
1427,baf,2006,10-09,9.595
1428,baf,2006,10-10,9.575
1429,baf,2006,10-11,9.595
1430,baf,2006,10-12,9.56
1431,baf,2006,10-13,9.546
1432,baf,2006,10-16,9.4878
1433,baf,2006,10-17,9.4878
1434,baf,2006,10-18,9.525
1435,baf,2006,10-19,9.56
1436,baf,2006,10-20,9.517
1437,baf,2006,10-23,9.56
1438,baf,2006,10-24,9.671
1439,baf,2006,10-25,9.671
1440,baf,2006,10-26,9.612
1441,baf,2006,10-27,9.628
1442,baf,2006,10-30,9.552
1443,baf,2006,10-31,9.575
1446,baf,2007,01-03,9.51
1447,baf,2007,01-04,9.582
1448,baf,2007,01-05,9.4938
1449,baf,2007,01-08,9.517
1450,baf,2007,01-09,9.582
1451,baf,2007,01-10,9.595
1452,baf,2007,01-11,9.533
1453,baf,2007,01-12,9.634
1454,baf,2007,01-16,9.575
1455,baf,2007,01-17,9.62
1456,baf,2007,01-18,9.746
1457,baf,2007,01-19,9.718
1458,baf,2007,01-22,9.628
1459,baf,2007,01-23,9.658
1460,baf,2007,01-24,9.697
1461,baf,2007,01-25,9.658
1462,baf,2007,01-26,9.666
1463,baf,2007,01-29,9.666
1464,baf,2007,01-30,9.628
1465,baf,2007,01-31,9.65
1466,baf,2007,02-01,9.725
1467,baf,2007,02-02,9.658
1468,baf,2007,02-05,9.683
1469,baf,2007,02-06,9.671
1470,baf,2007,02-07,9.683
1471,baf,2007,02-08,9.718
1472,baf,2007,02-09,9.739
1473,baf,2007,02-12,9.739
1474,baf,2007,02-13,9.666
1475,baf,2007,02-14,9.683
1476,baf,2007,02-15,9.683
1477,baf,2007,02-16,9.634
1478,baf,2007,02-20,9.658
1479,baf,2007,02-21,9.628
1480,baf,2007,02-22,9.628
1481,baf,2007,02-23,9.658
1482,baf,2007,02-26,9.692
1483,baf,2007,02-27,9.725
1484,baf,2007,02-28,9.746
1485,baf,2007,03-01,9.792
1486,baf,2007,03-02,9.76
1487,baf,2007,03-05,9.76
1488,baf,2007,03-06,9.799
1489,baf,2007,03-07,9.814
1490,baf,2007,03-08,9.792
1491,baf,2007,03-09,9.833
1492,baf,2007,03-12,9.84
1493,baf,2007,03-13,9.898
1494,baf,2007,03-14,9.814
1495,baf,2007,03-15,9.882
1496,baf,2007,03-16,9.833
1497,baf,2007,03-19,9.898
1498,baf,2007,03-20,9.867
1499,baf,2007,03-21,9.861
1500,baf,2007,03-22,9.867
1501,baf,2007,03-23,9.861
1502,baf,2007,03-26,9.867
1503,baf,2007,03-27,9.952
1504,baf,2007,03-28,9.985
1505,baf,2007,03-29,10.005
1506,baf,2007,03-30,9.932
1507,baf,2007,04-02,9.967
1508,baf,2007,04-03,10.031
1509,baf,2007,04-04,10.082
1510,baf,2007,04-05,10.138
1511,baf,2007,04-09,10.052
1512,baf,2007,04-10,10.131
1513,baf,2007,04-11,10.09
1514,baf,2007,04-12,9.997
1515,baf,2007,04-13,9.985
1516,baf,2007,04-16,9.938
1517,baf,2007,04-17,9.861
1518,baf,2007,04-18,9.799
1519,baf,2007,04-19,9.82
1520,baf,2007,04-20,9.853
1521,baf,2007,04-23,9.78
1522,baf,2007,04-24,9.76
1523,baf,2007,04-25,9.82
1524,baf,2007,04-26,9.82
1525,baf,2007,04-27,9.787
1526,baf,2007,04-30,9.774
1527,baf,2007,05-01,9.833
1528,baf,2007,05-02,9.82
1529,baf,2007,05-03,9.84
1530,baf,2007,05-04,9.875
1531,baf,2007,05-07,9.853
1532,baf,2007,05-08,9.89
1533,baf,2007,05-09,9.875
1534,baf,2007,05-10,9.84
1535,baf,2007,05-11,9.807
1536,baf,2007,05-14,9.861
1537,baf,2007,05-15,9.853
1538,baf,2007,05-16,9.861
1539,baf,2007,05-17,9.861
1540,baf,2007,05-18,9.861
1541,baf,2007,05-21,9.861
1542,baf,2007,05-22,9.826
1543,baf,2007,05-23,9.746
1544,baf,2007,05-24,9.718
1545,baf,2007,05-25,9.746
1546,baf,2007,05-29,9.792
1547,baf,2007,05-30,9.814
1548,baf,2007,05-31,9.787
1549,baf,2007,06-01,9.867
1550,baf,2007,06-04,9.875
1551,baf,2007,06-05,9.82
1552,baf,2007,06-06,9.792
1553,baf,2007,06-07,9.731
1554,baf,2007,06-08,9.658
1555,baf,2007,06-11,9.628
1556,baf,2007,06-12,9.4589
1557,baf,2007,06-13,9.3868
1558,baf,2007,06-14,9.3819
1559,baf,2007,06-15,9.4095
1560,baf,2007,06-18,9.4026
1561,baf,2007,06-19,9.4026
1562,baf,2007,06-20,9.4518
1563,baf,2007,06-21,9.377
1564,baf,2007,06-22,9.3348
1565,baf,2007,06-25,9.4448
1566,baf,2007,06-26,9.377
1567,baf,2007,06-27,9.3947
1568,baf,2007,06-28,9.4095
1569,baf,2007,06-29,9.4798
1570,baf,2007,07-02,9.4368
1571,baf,2007,07-03,9.552
1572,baf,2007,07-05,9.4589
1573,baf,2007,07-06,9.417
1574,baf,2007,07-09,9.4095
1575,baf,2007,07-10,9.4448
1576,baf,2007,07-11,9.4987
1577,baf,2007,07-12,9.417
1578,baf,2007,07-13,9.3613
1579,baf,2007,07-16,9.3212
1580,baf,2007,07-17,9.2796
1581,baf,2007,07-18,9.2796
1582,baf,2007,07-19,9.2398
1583,baf,2007,07-20,9.3212
1584,baf,2007,07-23,9.266
1585,baf,2007,07-24,9.1868
1586,baf,2007,07-25,9.1636
1587,baf,2007,07-26,9.0402
1588,baf,2007,07-27,9.3407
1589,baf,2007,07-30,9.3084
1590,baf,2007,07-31,9.2859
1591,baf,2007,08-01,9.3134
1592,baf,2007,08-02,9.3475
1593,baf,2007,08-03,9.3348
1594,baf,2007,08-06,9.3134
1595,baf,2007,08-07,9.3681
1596,baf,2007,08-08,9.3554
1597,baf,2007,08-09,9.3212
1598,baf,2007,08-10,9.2796
1599,baf,2007,08-13,9.3554
1600,baf,2007,08-14,9.2728
1601,baf,2007,08-15,9.1636
1602,baf,2007,08-16,9.0859
1603,baf,2007,08-17,9.2456
1604,baf,2007,08-20,9.2398
1605,baf,2007,08-21,9.2859
1606,baf,2007,08-22,9.2929
1607,baf,2007,08-23,9.2524
1608,baf,2007,08-24,9.2097
1609,baf,2007,08-27,9.1868
